A1,A1Label,Rel,A2,A2Label,Count
BCIO:050865,goal conflict reduction process,Type of,MF:0000041,belief,1
BCIO:050865,goal conflict reduction process,Type of,BCIO:006052,knowledge,1
BCIO:006019,belief about consequences of behaviour,Type of,MF:0000041,belief,1
BCIO:006019,belief about consequences of behaviour,Type of,BCIO:006052,knowledge,1
BCIO:006114,goal setting process,Type of,BCIO:006005,self-regulation capability,1
BCIO:006137,self-monitoring,Type of,BCIO:006005,self-regulation capability,1
BCIO:006112,reflective thinking,Type of,BCIO:006005,self-regulation capability,1
BCIO:006035,evaluation of self,Type of,BCIO:006005,self-regulation capability,1
BCIO:006116,decision-making,Type of,BCIO:006005,self-regulation capability,1
MF:0000027,planning,Type of,BCIO:006005,self-regulation capability,1
BCIO:006008,emotional self-regulation capability,Type of,BCIO:006005,self-regulation capability,1
BCIO:007028,social support BCT,Type of,BCIO:050776,social influence process,1
BCIO:036025,inter-personal behaviour,Type of,BCIO:050776,social influence process,1
ENVO:01000254,environmental system,Influences,MF:0000041,belief,1
BCIO:006086,behavioural opportunity,Influences,MF:0000041,belief,1
MF:0000041,belief,Influences,BCIO:006044,situational self-efficacy belief for a behaviour,1
MF:0000041,belief,Influences,BCIO:050329,attitude towards a behaviour,1
MF:0000041,belief,Influences,BCIO:006039,perceived norm,1
MF:0000041,belief,Influences,BCIO:006042,normative belief,1
BCIO:006044,situational self-efficacy belief for a behaviour,Influences,BCIO:006016,behavioural intention,1
BCIO:050329,attitude towards a behaviour,Influences,BCIO:006016,behavioural intention,1
MF:0000043,capability,Influences,BCIO:036000,individual human behaviour,1
BCIO:050893,socio-demographic characteristic,Part of,ENVO:01000254,environmental system,1
BCIO:050893,socio-demographic characteristic,Part of,BCIO:006086,behavioural opportunity,1
MF:0000203,personality trait,Part of,ENVO:01000254,environmental system,1
MF:0000203,personality trait,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006044,situational self-efficacy belief for a behaviour,Part of,MF:0000041,belief,1
BCIO:006148,evaluative belief about the consequences of behaviour,Part of,MF:0000041,belief,1
BCIO:006042,normative belief,Part of,MF:0000041,belief,1
BCIO:006041,perceived evaluative behavioural norm,Part of,BCIO:006042,normative belief,1
BCIO:006040,perceived descriptive behavioural norm,Part of,BCIO:006039,perceived norm,1
BCIO:006040,perceived descriptive behavioural norm,Part of,BCIO:006042,normative belief,1
BCIO:050708,moral personal value,Influences,BCIO:006133,behavioural motivation,1
BCIO:050708,moral personal value,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:050884,total internal influence on behaviour,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:036007,environmental system management behaviour,Influences,BCIO:050884,total internal influence on behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:050884,total internal influence on behaviour,1
BCIO:006086,behavioural opportunity,Influences,BCIO:050884,total internal influence on behaviour,1
BCIO:050577,behavioural barrier,Influences,BCIO:050893,socio-demographic characteristic,1
BCIO:050577,behavioural barrier,Influences,BCIO:050884,total internal influence on behaviour,1
BCIO:050577,behavioural barrier,Influences,ENVO:01000254,environmental system,1
BCIO:050577,behavioural barrier,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050577,behavioural barrier,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:050884,total internal influence on behaviour,Influences,ENVO:01000254,environmental system,1
BCIO:050884,total internal influence on behaviour,Influences,BCIO:006086,behavioural opportunity,1
BCIO:006087,financial behavioural opportunity,Influences,BCIO:006047,decision,1
ENVO:01000254,environmental system,Influences,BCIO:006047,decision,1
ENVO:01000254,environmental system,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:006086,behavioural opportunity,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:050588,belief about control over valued outcomes,Influences,BCIO:036007,environmental system management behaviour,1
BCIO:015098,gender identity,Influences,BCIO:006148,evaluative belief about the consequences of behaviour,1
BCIO:015098,gender identity,Influences,BCIO:050952,willingness to change behaviour,1
BCIO:015042,number of years in education completed,Influences,BCIO:006052,knowledge,1
BCIO:015042,number of years in education completed,Influences,BCIO:006038,evaluative belief,1
BCIO:015042,number of years in education completed,Influences,MFOEM:000195,affective process,1
BCIO:015098,gender identity,Influences,BCIO:050326,affective attitude,1
BCIO:015098,gender identity,Influences,BCIO:006052,knowledge,1
BCIO:015098,gender identity,Influences,MFOEM:000195,affective process,1
BCIO:015098,gender identity,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:015042,number of years in education completed,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:006087,financial behavioural opportunity,Part of,ENVO:01000254,environmental system,1
BCIO:006087,financial behavioural opportunity,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006038,evaluative belief,Influences (*),BCIO:036007,environmental system management behaviour,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Influences (*),BCIO:036007,environmental system management behaviour,1
BCIO:050326,affective attitude,Part of,BCIO:006052,knowledge,1
BCIO:050326,affective attitude,Part of,BCIO:006038,evaluative belief,1
BCIO:050326,affective attitude,Part of,BCIO:006063,personal value,1
BCIO:006052,knowledge,Part of,BCIO:006038,evaluative belief,1
BCIO:006052,knowledge,Part of,BCIO:006063,personal value,1
MFOEM:000195,affective process,Part of,BCIO:006052,knowledge,1
MFOEM:000195,affective process,Part of,BCIO:006038,evaluative belief,1
MFOEM:000195,affective process,Part of,BCIO:006063,personal value,1
BCIO:006133,behavioural motivation,Part of,BCIO:006038,evaluative belief,1
BCIO:006133,behavioural motivation,Part of,BCIO:006063,personal value,1
BCIO:050708,moral personal value,Part of,BCIO:006052,knowledge,1
BCIO:050708,moral personal value,Part of,BCIO:006038,evaluative belief,1
BCIO:050708,moral personal value,Part of,BCIO:006063,personal value,1
BCIO:006052,knowledge,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006038,evaluative belief,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006063,personal value,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050952,willingness to change behaviour,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006148,evaluative belief about the consequences of behaviour,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006047,decision,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050588,belief about control over valued outcomes,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050806,behavioural consequence,Influences,BCIO:050901,wider community behavioural consequence,1
BCIO:050901,wider community behavioural consequence,Influences,BCIO:050806,behavioural consequence,1
BCIO:050899,family behavioural consequence,Influences,BCIO:050806,behavioural consequence,1
BCIO:050899,family behavioural consequence,Influences,BCIO:050901,wider community behavioural consequence,1
BCIO:050901,wider community behavioural consequence,Influences,BCIO:050899,family behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,BCIO:050899,family behavioural consequence,1
BCIO:036034,human communication behaviour,Influences,BCIO:050899,family behavioural consequence,1
BCIO:050776,social influence process,Influences,BCIO:050901,wider community behavioural consequence,1
BCIO:036034,human communication behaviour,Influences,BCIO:050776,social influence process,1
BCIO:050899,family behavioural consequence,Influences,BCIO:036034,human communication behaviour,1
MFOEM:000040,sexual pleasure,Influences,BCIO:036034,human communication behaviour,1
BCIO:036034,human communication behaviour,Influences,MFOEM:000040,sexual pleasure,1
BCIO:050901,wider community behavioural consequence,Influences,BCIO:050577,behavioural barrier,1
BCIO:050806,behavioural consequence,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050806,behavioural consequence,Influences,ENVO:01000254,environmental system,1
BCIO:006086,behavioural opportunity,Influences,BCIO:036030,sexual behaviour,1
BCIO:006086,behavioural opportunity,Influences,BCIO:050819,harm preventing behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:036030,sexual behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:050819,harm preventing behaviour,1
BCIO:036030,sexual behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:050819,harm preventing behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:050756,reinforcer,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050756,reinforcer,Influences,ENVO:01000254,environmental system,1
BCIO:050757,reminder stimulus,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050757,reminder stimulus,Influences,ENVO:01000254,environmental system,1
BCIO:050776,social influence process,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050776,social influence process,Influences,ENVO:01000254,environmental system,1
BCIO:050565,amount of social reinforcement for a behaviour,Influences,BCIO:006086,behavioural opportunity,1
BCIO:050565,amount of social reinforcement for a behaviour,Influences,ENVO:01000254,environmental system,1
ENVO:01000254,environmental system,Influences,BCIO:050806,behavioural consequence,1
BCIO:050756,reinforcer,Influences,BCIO:050806,behavioural consequence,1
BCIO:050757,reminder stimulus,Influences,BCIO:050806,behavioural consequence,1
BCIO:050776,social influence process,Influences,BCIO:050806,behavioural consequence,1
BCIO:050565,amount of social reinforcement for a behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:036000,individual human behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:036000,individual human behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:050557,social influence intervention through mass media,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050557,social influence intervention through mass media,Part of,ENVO:01000254,environmental system,1
BCIO:050568,assertiveness skill,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050568,assertiveness skill,Part of,ENVO:01000254,environmental system,1
BCIO:050300,personal attribute,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050300,personal attribute,Part of,ENVO:01000254,environmental system,1
BCIO:050658,family influence behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050658,family influence behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:050761,school influence behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050761,school influence behaviour,Part of,ENVO:01000254,environmental system,1
OPMI:0000121,socioeconomic status,Part of,BCIO:006086,behavioural opportunity,1
OPMI:0000121,socioeconomic status,Part of,ENVO:01000254,environmental system,1
BCIO:006057,learned stimulus-reponse co-occurrence,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006057,learned stimulus-reponse co-occurrence,Part of,ENVO:01000254,environmental system,1
BCIO:006119,associative learning,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006119,associative learning,Part of,ENVO:01000254,environmental system,1
BCIO:050730,peer influence behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050730,peer influence behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:006053,knowledge regarding a behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006053,knowledge regarding a behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,ENVO:01000254,environmental system,1
MFOEM:000040,sexual pleasure,Part of,BCIO:050806,behavioural consequence,1
BCIO:036034,human communication behaviour,Part of,BCIO:050806,behavioural consequence,1
BCIO:050776,social influence process,Part of,BCIO:050806,behavioural consequence,1
BCIO:050899,family behavioural consequence,Part of,BCIO:050806,behavioural consequence,1
BCIO:050901,wider community behavioural consequence,Part of,BCIO:050806,behavioural consequence,1
BCIO:050577,behavioural barrier,Part of,BCIO:050806,behavioural consequence,1
BCIO:050328,attitude,Part of,BCIO:050806,behavioural consequence,1
BCIO:006053,knowledge regarding a behaviour,Part of,BCIO:050806,behavioural consequence,1
