Meanings of alcohol use	has annotation	BCIO:050779---social representation of a behaviour
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Self-esteem
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
Self-esteem	Part of	General beliefs / perceptions / personality
Self-esteem	has annotation	BCIO:006035---evaluation of self
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
33---Integrated Theory of Drinking Behaviour	has construct	Locus of control
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
Locus of control	Part of	General beliefs / perceptions / personality
Locus of control	has annotation	BCIO:050588---belief about control over valued outcomes
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
34---Integrated Theory of Health Behaviour Change	has construct	Social facilitation
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Social facilitation	Correlates with	Knowledge and beliefs
Social facilitation	has annotation	BCIO:050776---social influence process
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Social facilitation
34---Integrated Theory of Health Behaviour Change	has construct	Self-regulation skills and abilities
Social facilitation	Correlates with	Self-regulation skills and abilities
Social facilitation	has annotation	BCIO:050776---social influence process
Self-regulation skills and abilities	has annotation	BCIO:006005---self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Self-regulation skills and abilities
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Self-regulation skills and abilities	Correlates with	Knowledge and beliefs
Self-regulation skills and abilities	has annotation	BCIO:006005---self-regulation capability
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Self-regulation skills and abilities
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Self-regulation skills and abilities	Positively influences	Self-management behaviours / health behaviour change
Self-regulation skills and abilities	has annotation	BCIO:006005---self-regulation capability
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Social facilitation
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Social facilitation	Positively influences	Self-management behaviours / health behaviour change
Social facilitation	has annotation	BCIO:050776---social influence process
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Condition specific knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Condition specific knowledge	Positively influences	Self-management behaviours / health behaviour change
Condition specific knowledge	has annotation	BCIO:006052---knowledge
Condition specific knowledge	has annotation	MF:0000041---belief
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Self-efficacy
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Self-efficacy	Positively influences	Self-management behaviours / health behaviour change
Self-efficacy	has annotation	BCIO:050764---self-efficacy belief for a behaviour under conditions of stress
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Outcome expectancy
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Outcome expectancy	Positively influences	Self-management behaviours / health behaviour change
Outcome expectancy	has annotation	BCIO:006019---belief about consequences of behaviour
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Goal congruence
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
Goal congruence	Positively influences	Self-management behaviours / health behaviour change
Goal congruence	has annotation	BCIO:050865---goal conflict reduction process
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
34---Integrated Theory of Health Behaviour Change	has construct	Self-management behaviours / health behaviour change
34---Integrated Theory of Health Behaviour Change	has construct	Health status
Self-management behaviours / health behaviour change	Positively influences	Health status
Self-management behaviours / health behaviour change	has annotation	BCIO:006006---behavioural self-regulation capability
Health status	has annotation	BCIO:015093---medication use status
34---Integrated Theory of Health Behaviour Change	has construct	Condition specific knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Condition specific knowledge	Type of	Knowledge and beliefs
Condition specific knowledge	has annotation	BCIO:006052---knowledge
Condition specific knowledge	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Self-efficacy
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Self-efficacy	Type of	Knowledge and beliefs
Self-efficacy	has annotation	BCIO:050764---self-efficacy belief for a behaviour under conditions of stress
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Goal congruence
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Goal congruence	Type of	Knowledge and beliefs
Goal congruence	has annotation	BCIO:050865---goal conflict reduction process
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Outcome expectancy
34---Integrated Theory of Health Behaviour Change	has construct	Knowledge and beliefs
Outcome expectancy	Type of	Knowledge and beliefs
Outcome expectancy	has annotation	BCIO:006019---belief about consequences of behaviour
Knowledge and beliefs	has annotation	MF:0000041---belief
Knowledge and beliefs	has annotation	BCIO:006052---knowledge
34---Integrated Theory of Health Behaviour Change	has construct	Goal setting
34---Integrated Theory of Health Behaviour Change	has construct	Self-regulation skills and abilities
Goal setting	Type of	Self-regulation skills and abilities
Goal setting	has annotation	BCIO:006114---goal setting process
